Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other (U/O) Count,U/O Average Years in Title,U/O Average Years at School
2020,,27Q047,,,,27,,*,*,*,*,,,*,,,*,*,*,*,,,23,11.6,6.1,*,*,*,*,,
2020,,27Q051,,,,19,,*,*,*,*,,,*,,,*,*,*,*,,,14,11.9,9.2,*,*,*,*,,
2020,,27Q053,,,,19,,*,*,*,*,,,*,,,*,*,*,*,,,9,7.7,2.6,*,*,*,*,,
2020,,27Q056,,,,26,,*,*,*,*,,,*,,,*,*,*,*,,,22,10.5,8.6,*,*,*,*,,
2020,,27Q060,,,,81,,*,*,*,*,,,*,,,*,*,*,14,11.6,10.2,61,13.5,13.0,*,*,*,*,,
2020,,27Q062,,,,61,,*,*,*,*,,,*,,,*,*,*,5,11.0,8.6,48,11.4,9.9,*,*,*,*,,
2020,,27Q063,,,,81,,*,*,*,*,,,*,,,*,*,*,*,,,71,14.3,12.8,*,*,*,*,,
2020,,27Q064,,,,35,,*,*,*,*,,,*,,,*,*,*,*,,,29,16.1,13.1,*,*,*,*,,
2020,,27Q065,,,,37,,*,*,*,*,,,*,,,*,*,*,6,13.1,13.0,28,13.0,11.8,*,*,*,*,,
2020,,27Q066,,,,37,,*,*,*,*,,,*,,,*,*,*,*,,,33,12.5,10.9,*,*,*,*,,
2020,,27Q090,,,,53,,*,*,*,*,,,*,,,*,*,*,10,15.8,15.8,38,14.7,14.1,*,*,*,*,,
2020,,27Q096,,,,21,,*,*,*,*,,,8,10.2,4.8,*,*,*,*,,,7,10.4,6.5,*,*,*,*,,
2020,,27Q097,,,,49,,*,*,*,*,,,*,,,*,*,*,9,12.7,9.4,36,14.6,12.3,*,*,*,*,,
2020,,27Q100,,,,65,,*,*,*,*,,,6,23.7,19.5,*,*,*,6,14.8,11.6,50,14.2,11.8,*,*,*,*,,
2020,,27Q104,,,,49,,*,*,*,*,,,9,13.1,11.9,*,*,*,*,,,34,14.5,12.1,*,*,*,*,,
2020,,27Q105,,,,70,,*,*,*,*,,,6,21.6,11.7,*,*,*,6,9.8,7.5,57,12.8,10.6,*,*,*,*,,
2020,,27Q106,,,,18,,*,*,*,*,,,8,3.5,2.5,*,*,*,*,,,5,9.8,8.4,*,*,*,*,,
2020,,27Q108,,,,91,,*,*,*,*,,,*,,,*,*,*,6,11.8,9.9,79,9.8,8.1,*,*,*,*,,
2020,,27Q114,,,,50,,*,*,*,*,,,*,,,*,*,*,*,,,50,13.1,9.2,*,*,*,*,,
2020,,27Q123,,,,45,,*,*,*,*,,,12,11.9,10.9,*,*,*,*,,,24,18.6,17.4,*,*,*,*,,
2020,,27Q124,,,,67,,*,*,*,*,,,17,14.5,11.5,*,*,*,*,,,42,13.2,11.7,*,*,*,*,,
2020,,27Q137,,,,128,,*,*,*,11,10.2,9.1,8,14.8,12.4,*,*,*,22,9.2,8.5,81,12.6,10.5,*,*,*,5,5.1,3.5
2020,,27Q146,,,,43,,*,*,*,*,,,*,,,*,*,*,*,,,40,16.6,12.9,*,*,*,*,,
2020,,27Q155,,,,34,,*,*,*,*,,,14,14.3,13.5,*,*,*,*,,,15,16.3,15.3,*,*,*,*,,
2020,,27Q183,,,,52,,*,*,*,*,,,10,15.1,12.5,*,*,*,5,8.6,8.0,35,10.2,7.0,*,*,*,*,,
2020,,27Q197,,,,44,,*,*,*,5,3.0,3.0,10,14.1,3.4,*,*,*,16,9.3,4.2,13,13.2,10.8,*,*,*,*,,
2020,,27Q202,,,,72,,*,*,*,6,9.8,7.1,5,11.7,6.4,*,*,*,7,14.6,8.9,53,13.1,10.5,*,*,*,*,,
2020,,27Q207,,,,63,,*,*,*,*,,,*,,,*,*,*,*,,,55,14.7,13.1,*,*,*,*,,
2020,,27Q210,,,,132,,*,*,*,12,8.4,6.1,19,12.7,10.0,*,*,*,18,11.4,9.2,77,11.3,8.8,*,*,*,6,6.6,4.1
2020,,27Q223,,,,45,,*,*,*,*,,,13,21.7,16.4,*,*,*,*,,,24,17.6,14.6,*,*,*,*,,
2020,,27Q226,,,,68,,*,*,*,6,9.1,7.2,32,11.2,7.8,*,*,*,9,13.0,10.3,17,9.4,7.8,*,*,*,*,,
2020,,27Q232,,,,64,,*,*,*,*,,,*,,,*,*,*,*,,,56,14.7,9.9,*,*,*,*,,
2020,,27Q253,,,,46,,*,*,*,*,,,14,11.5,9.5,*,*,*,8,7.4,5.9,22,11.0,7.8,*,*,*,*,,
2020,,27Q254,,,,42,,*,*,*,*,,,8,21.8,13.5,*,*,*,*,,,25,12.3,11.6,*,*,*,*,,
2020,,27Q273,,,,27,,*,*,*,*,,,6,9.8,4.3,*,*,*,6,6.0,3.8,10,13.9,6.5,*,*,*,*,,
2020,,27Q282,,,,17,,*,*,*,*,,,*,,,*,*,*,*,,,13,8.0,2.7,*,*,*,*,,
2020,,27Q297,,,,29,,*,*,*,*,,,*,,,*,*,*,*,,,22,7.5,3.1,*,*,*,*,,
2020,,27Q306,,,,31,,*,*,*,*,,,*,,,*,*,*,7,7.4,6.5,21,7.4,4.5,*,*,*,*,,
2020,,27Q316,,,,33,,*,*,*,*,,,*,,,*,*,*,*,,,28,5.8,3.1,*,*,*,*,,
2020,,27Q317,,,,43,,*,*,*,*,,,*,,,*,*,*,*,,,39,9.7,6.0,*,*,*,*,,
2020,,27Q318,,,,22,,*,*,*,*,,,6,14.4,3.5,*,*,*,*,,,14,7.5,3.5,*,*,*,*,,
2020,,27Q319,,,,38,,*,*,*,*,,,23,6.4,3.1,*,*,*,6,3.4,2.1,6,11.4,5.0,*,*,*,*,,
2020,SCHOLARS' ACADEMY,27Q323,,,,74,,*,*,*,*,,,*,,,*,*,*,8,7.5,6.0,56,8.7,6.5,*,*,*,*,,
2020,,27Q333,,,,27,,*,*,*,*,,,8,15.2,8.8,*,*,*,*,,,15,7.7,4.0,*,*,*,*,,
2020,,27Q362,,,,35,,*,*,*,*,,,*,,,*,*,*,5,7.6,4.4,25,5.8,3.6,*,*,*,*,,
2020,,27Q377,,,,28,,*,*,*,*,,,*,,,*,*,*,5,2.8,0.8,23,4.8,1.5,*,*,*,*,,
2020,,28Q008,,,,33,,*,*,*,*,,,14,14.2,8.1,*,*,*,*,,,14,10.6,8.9,*,*,*,*,,
2020,,28Q040,,,,30,,*,*,*,*,,,15,11.4,9.3,*,*,*,*,,,12,10.7,8.5,*,*,*,*,,
2020,,28Q048,,,,40,,*,*,*,5,9.8,5.3,17,11.7,5.6,*,*,*,*,,,12,12.9,8.1,*,*,*,*,,
2020,,28Q050,,,,60,,*,*,*,8,3.9,3.9,7,8.8,6.0,*,*,*,5,12.6,7.9,38,10.4,10.0,*,*,*,*,,
2020,,28Q054,,,,39,,*,*,*,9,5.2,4.4,*,,,*,*,*,8,12.6,11.8,17,12.2,10.6,*,*,*,*,,
2020,,28Q055,,,,42,,*,*,*,*,,,5,17.2,8.0,*,*,*,*,,,34,15.1,12.9,*,*,*,*,,
2020,,28Q072,,,,26,,*,*,*,*,,,16,17.1,12.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,,28Q080,,,,35,,*,*,*,*,,,14,12.0,10.0,*,*,*,*,,,16,12.9,11.7,*,*,*,*,,
2020,,28Q082,,,,48,,*,*,*,*,,,*,,,*,*,*,9,8.0,3.9,30,12.9,11.3,*,*,*,*,,
2020,,28Q086,,,,56,,*,*,*,*,,,*,,,*,*,*,7,13.8,12.7,42,16.6,13.2,*,*,*,*,,
2020,,28Q099,,,,58,,*,*,*,*,,,*,,,*,*,*,*,,,50,12.5,11.4,*,*,*,*,,
2020,,28Q101,,,,42,,*,*,*,*,,,*,,,*,*,*,*,,,36,10.8,8.7,*,*,*,*,,
2020,,28Q117,,,,59,,*,*,*,5,12.6,12.6,9,13.1,9.2,*,*,*,9,15.7,14.8,36,16.4,14.4,*,*,*,*,,
2020,,28Q121,,,,52,,*,*,*,*,,,*,,,*,*,*,*,,,45,11.4,10.9,*,*,*,*,,
2020,,28Q139,,,,47,,*,*,*,*,,,*,,,*,*,*,7,10.0,9.3,32,15.3,12.8,*,*,*,*,,
2020,,28Q140,,,,30,,*,*,*,*,,,11,12.7,9.6,*,*,*,*,,,12,11.4,8.3,*,*,*,*,,
2020,,28Q144,,,,58,,*,*,*,5,7.4,6.1,*,,,*,*,*,*,,,48,14.7,12.8,*,*,*,*,,
2020,,28Q157,,,,103,,*,*,*,10,9.5,7.8,*,,,*,*,*,9,11.9,6.8,81,8.5,7.2,*,*,*,*,,
2020,,28Q160,,,,38,,*,*,*,*,,,6,17.3,14.0,*,*,*,*,,,26,13.4,10.9,*,*,*,*,,
2020,,28Q161,,,,46,,*,*,*,*,,,5,20.8,14.9,*,*,*,*,,,35,16.6,14.0,*,*,*,*,,
2020,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28Q167,,,,70,,*,*,*,9,4.0,3.0,9,5.7,4.5,*,*,*,7,6.3,2.7,41,6.7,4.5,*,*,*,*,,
2020,,28Q174,,,,44,,*,*,*,*,,,*,,,*,*,*,*,,,40,14.2,10.1,*,*,*,*,,
2020,,28Q175,,,,51,,*,*,*,*,,,6,14.2,9.4,*,*,*,*,,,36,15.8,12.9,*,*,*,*,,
2020,,28Q182,,,,55,,*,*,*,*,,,*,,,*,*,*,14,16.4,13.5,37,14.2,11.2,*,*,*,*,,
2020,,28Q190,,,,65,,*,*,*,8,8.3,8.1,6,14.1,8.6,*,*,*,12,7.7,6.5,37,13.2,10.3,*,*,*,*,,
2020,,28Q196,,,,62,,*,*,*,*,,,*,,,*,*,*,6,14.0,8.3,51,11.5,8.7,*,*,*,*,,
2020,,28Q206,,,,41,,*,*,*,*,,,*,,,*,*,*,*,,,33,14.9,12.0,*,*,*,*,,
2020,,28Q217,,,,106,,*,*,*,11,7.2,5.4,21,14.8,12.8,*,*,*,18,13.9,12.2,50,10.5,8.7,*,*,*,*,,
2020,,28Q220,,,,45,,*,*,*,*,,,*,,,*,*,*,5,3.2,3.2,35,13.0,10.5,*,*,*,*,,
2020,,28Q287,,,,28,,*,*,*,*,,,12,10.1,4.0,*,*,*,*,,,6,7.1,3.3,*,*,*,*,,
2020,,28Q303,,,,20,,*,*,*,*,,,*,,,*,*,*,*,,,17,10.8,5.2,*,*,*,*,,
2020,,28Q312,,,,22,,*,*,*,*,,,6,3.8,1.5,*,*,*,5,4.9,3.7,11,3.4,1.7,*,*,*,*,,
2020,,28Q332,,,,26,,*,*,*,*,,,7,9.2,1.7,*,*,*,*,,,15,9.4,2.7,*,*,*,*,,
2020,,28Q349,,,,38,,*,*,*,6,4.5,1.5,5,3.9,2.0,*,*,*,5,3.9,2.0,21,4.0,1.7,*,*,*,*,,
2020,,28Q354,,,,41,,*,*,*,*,,,14,9.7,4.5,*,*,*,6,6.6,4.4,20,7.6,4.9,*,*,*,*,,
2020,,28Q358,,,,31,,*,*,*,*,,,12,6.8,2.4,*,*,*,*,,,10,3.3,2.0,*,*,*,*,,
2020,,29Q015,,,,26,,*,*,*,*,,,11,9.0,7.5,*,*,*,*,,,10,8.3,4.4,*,*,*,*,,
2020,,29Q033,,,,60,,*,*,*,*,,,9,18.1,17.1,*,*,*,5,15.2,10.1,41,14.3,10.1,*,*,*,*,,
2020,,29Q034,,,,37,,*,*,*,*,,,8,9.9,9.9,*,*,*,*,,,26,5.8,5.0,*,*,*,*,,
2020,,29Q035,,,,44,,*,*,*,9,9.0,7.0,9,11.2,5.0,*,*,*,*,,,23,14.7,11.4,*,*,*,*,,
2020,,29Q036,,,,31,,*,*,*,*,,,16,15.6,9.8,*,*,*,*,,,13,8.0,5.6,*,*,*,*,,
2020,,29Q037,,,,29,,*,*,*,*,,,18,13.4,10.9,*,*,*,*,,,10,15.6,15.1,*,*,*,*,,
2020,,29Q038,,,,21,,*,*,*,*,,,8,11.5,7.2,*,*,*,*,,,11,17.8,11.2,*,*,*,*,,
2020,,29Q052,,,,33,,*,*,*,*,,,18,14.9,12.6,*,*,*,*,,,12,15.9,13.3,*,*,*,*,,
2020,,29Q059,,,,38,,*,*,*,*,,,24,13.5,8.5,*,*,*,*,,,8,9.0,5.9,*,*,*,*,,
2020,,29Q095,,,,86,,*,*,*,9,13.0,12.5,26,11.5,8.6,*,*,*,19,16.2,14.6,31,15.7,13.6,*,*,*,*,,
2020,,29Q109,,,,78,,*,*,*,6,14.0,10.1,33,13.5,8.7,*,*,*,5,12.6,5.4,31,11.4,7.9,*,*,*,*,,
2020,,29Q116,,,,58,,*,*,*,*,,,32,12.6,9.5,*,*,*,*,,,20,11.5,7.4,*,*,*,*,,
2020,,29Q118,,,,29,,*,*,*,*,,,18,18.5,9.8,*,*,*,*,,,8,15.1,10.3,*,*,*,*,,
2020,,29Q131,,,,42,,*,*,*,*,,,*,,,*,*,*,*,,,36,13.2,9.7,*,*,*,*,,
2020,,29Q132,,,,29,,*,*,*,*,,,18,12.8,11.5,*,*,*,*,,,8,16.0,14.5,*,*,*,*,,
2020,,29Q134,,,,31,,*,*,*,*,,,14,15.6,12.7,*,*,*,*,,,13,16.7,12.6,*,*,*,*,,
2020,,29Q135,,,,67,,*,*,*,*,,,12,20.6,19.5,*,*,*,6,15.8,13.6,45,14.4,11.6,*,*,*,*,,
2020,,29Q136,,,,38,,*,*,*,*,,,27,13.0,10.3,*,*,*,*,,,8,16.6,14.7,*,*,*,*,,
2020,,29Q138,,,,47,,*,*,*,*,,,17,15.3,10.8,*,*,*,9,11.7,8.8,19,15.9,10.0,*,*,*,*,,
2020,,29Q147,,,,47,,*,*,*,*,,,24,13.1,9.8,*,*,*,*,,,21,13.2,10.7,*,*,*,*,,
2020,,29Q156,,,,15,,*,*,*,*,,,12,19.7,12.2,*,*,*,*,,,*,,,*,*,*,*,,
2020,,29Q176,,,,44,,*,*,*,*,,,23,18.0,11.6,*,*,*,*,,,15,13.9,9.6,*,*,*,*,,
2020,,29Q181,,,,34,,*,*,*,*,,,15,10.6,7.2,*,*,*,*,,,12,11.6,8.8,*,*,*,*,,
2020,,29Q192,,,,29,,*,*,*,*,,,20,16.0,13.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,,29Q195,,,,34,,*,*,*,*,,,15,17.4,14.7,*,*,*,*,,,16,17.4,14.0,*,*,*,*,,
2020,,29Q208,,,,50,,*,*,*,*,,,11,13.2,8.3,*,*,*,*,,,32,13.6,10.5,*,*,*,*,,
2020,,29Q238,,,,95,,*,*,*,10,11.2,8.9,23,12.4,11.5,*,*,*,9,10.6,7.9,51,11.4,9.7,*,*,*,*,,
2020,,29Q251,,,,30,,*,*,*,*,,,10,12.8,7.5,*,*,*,*,,,16,12.4,8.4,*,*,*,*,,
2020,,29Q268,,,,48,,*,*,*,7,6.0,5.6,12,11.9,8.8,*,*,*,6,10.8,4.6,21,9.1,6.3,*,*,*,*,,
2020,,29Q270,,,,49,,*,*,*,*,,,26,14.3,7.7,*,*,*,*,,,16,15.1,8.4,*,*,*,*,,
2020,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,29Q283,,,,36,,*,*,*,*,,,13,10.6,6.9,*,*,*,*,,,15,10.3,6.6,*,*,*,*,,
2020,,29Q289,,,,15,,*,*,*,*,,,11,9.3,1.1,*,*,*,*,,,*,,,*,*,*,*,,
2020,,29Q295,,,,40,,*,*,*,*,,,9,14.4,6.5,*,*,*,*,,,24,13.2,6.9,*,*,*,*,,
2020,,29Q355,,,,27,,*,*,*,*,,,12,7.4,2.8,*,*,*,*,,,9,8.2,4.1,*,*,*,*,,
2020,,29Q356,,,,26,,*,*,*,*,,,12,9.5,3.7,*,*,*,*,,,8,7.0,3.9,*,*,*,*,,
2020,,29Q360,,,,16,,*,*,*,*,,,5,10.6,2.2,*,*,*,*,,,10,7.5,2.0,*,*,*,*,,
2020,,30Q002,,,,37,,*,*,*,*,,,*,,,*,*,*,*,,,34,13.4,11.7,*,*,*,*,,
2020,,30Q010,,,,58,,*,*,*,*,,,*,,,*,*,*,*,,,46,10.8,10.1,*,*,*,*,,
2020,,30Q011,,,,69,,*,*,*,5,14.2,12.4,*,,,*,*,*,7,16.5,13.8,54,16.1,14.9,*,*,*,*,,
2020,,30Q017,,,,45,,*,*,*,8,4.2,3.7,*,,,*,*,*,10,4.3,4.2,21,13.0,11.5,*,*,*,*,,
2020,,30Q069,,,,61,,*,*,*,6,14.6,13.9,*,,,*,*,*,9,15.5,13.1,43,16.3,14.5,*,*,*,*,,
2020,,30Q070,,,,57,,*,*,*,*,,,*,,,*,*,*,*,,,51,16.5,15.7,*,*,*,*,,
2020,,30Q076,,,,58,,*,*,*,5,8.5,4.6,*,,,*,*,*,13,5.5,5.1,35,14.4,12.8,*,*,*,*,,
2020,,30Q078,,,,49,,*,*,*,*,,,*,,,*,*,*,*,,,43,6.7,6.4,*,*,*,*,,
2020,,30Q084,,,,21,,*,*,*,*,,,*,,,*,*,*,*,,,18,15.2,13.5,*,*,*,*,,
2020,,30Q085,,,,39,,*,*,*,*,,,*,,,*,*,*,*,,,32,11.0,9.7,*,*,*,*,,
2020,,30Q092,,,,71,,*,*,*,*,,,*,,,*,*,*,15,13.8,13.0,51,16.1,13.3,*,*,*,*,,
2020,,30Q111,,,,38,,*,*,*,*,,,5,7.9,4.9,*,*,*,6,8.0,6.8,21,10.2,7.5,*,*,*,*,,
2020,,30Q112,,,,32,,*,*,*,*,,,*,,,*,*,*,8,13.3,9.4,20,15.1,14.1,*,*,*,*,,
2020,,30Q122,,,,75,,*,*,*,5,13.0,11.1,*,,,*,*,*,7,17.7,16.3,59,13.9,12.6,*,*,*,*,,
2020,,30Q126,,,,45,,*,*,*,*,,,*,,,*,*,*,5,8.3,7.2,31,10.2,7.7,*,*,*,*,,
2020,,30Q127,,,,92,,*,*,*,7,12.3,8.3,6,15.3,15.1,*,*,*,33,8.8,7.9,40,13.3,11.6,*,*,*,5,8.7,8.7
2020,,30Q141,,,,80,,*,*,*,8,6.9,6.1,*,,,*,*,*,7,6.5,5.2,64,10.0,8.3,*,*,*,*,,
2020,,30Q145,,,,118,,*,*,*,5,8.6,7.6,6,13.8,14.0,*,*,*,35,11.8,10.8,71,14.0,12.9,*,*,*,*,,
2020,,30Q148,,,,61,,*,*,*,*,,,*,,,*,*,*,15,11.7,8.6,43,15.8,15.3,*,*,*,*,,
2020,,30Q149,,,,69,,*,*,*,*,,,*,,,*,*,*,33,16.2,12.6,32,14.3,12.9,*,*,*,*,,
2020,,30Q150,,,,67,,*,*,*,*,,,*,,,*,*,*,17,13.0,11.6,45,12.5,9.6,*,*,*,*,,
2020,,30Q151,,,,33,,*,*,*,*,,,*,,,*,*,*,*,,,26,16.0,14.4,*,*,*,*,,
2020,,30Q152,,,,64,,*,*,*,7,17.3,17.2,*,,,*,*,*,6,10.7,10.5,48,14.4,13.4,*,*,*,*,,
2020,,30Q166,,,,60,,*,*,*,*,,,*,,,*,*,*,12,22.7,21.5,45,17.7,15.3,*,*,*,*,,
2020,,30Q171,,,,39,,*,*,*,*,,,*,,,*,*,*,*,,,33,14.2,14.2,*,*,*,*,,
2020,,30Q204,,,,47,,*,*,*,*,,,5,5.4,5.4,*,*,*,14,4.0,3.5,27,11.6,9.1,*,*,*,*,,
2020,,30Q212,,,,51,,*,*,*,6,13.5,11.3,*,,,*,*,*,11,14.2,9.6,33,12.4,9.9,*,*,*,*,,
2020,,30Q222,,,,19,,*,*,*,*,,,*,,,*,*,*,5,5.3,4.5,11,13.2,9.6,*,*,*,*,,
2020,,30Q227,,,,93,,*,*,*,7,12.9,11.8,5,21.4,20.0,*,*,*,18,10.9,10.5,60,14.0,12.6,*,*,*,*,,
2020,,30Q228,,,,25,,*,*,*,*,,,*,,,*,*,*,21,13.4,10.1,*,,,*,*,*,*,,
2020,,30Q230,,,,89,,*,*,*,9,7.8,7.4,6,13.5,8.3,*,*,*,17,11.7,8.7,54,9.1,5.9,*,*,*,*,,
2020,,30Q234,,,,34,,*,*,*,*,,,*,,,*,*,*,6,14.8,6.5,23,15.8,11.5,*,*,*,*,,
2020,,30Q235,,,,9,,*,*,*,*,,,*,,,*,*,*,5,10.3,9.9,*,,,*,*,*,*,,
2020,,30Q280,,,,45,,*,*,*,*,,,*,,,*,*,*,26,9.6,5.3,14,10.5,5.0,*,*,*,*,,
2020,YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA,30Q286,,,,38,,*,*,*,5,6.5,5.6,*,,,*,*,*,*,,,26,7.5,4.5,*,*,*,*,,
2020,,30Q291,,,,33,,*,*,*,*,,,*,,,*,*,*,8,4.8,3.6,21,8.1,4.1,*,*,*,*,,
2020,,30Q300,,,,29,,*,*,*,8,2.4,1.9,*,,,*,*,*,9,7.2,2.3,9,5.8,2.2,*,*,*,*,,
2020,,30Q329,,,,39,,*,*,*,*,,,*,,,*,*,*,15,5.4,2.9,17,7.1,2.6,*,*,*,*,,
2020,,30Q361,,,,31,,*,*,*,5,7.7,2.2,*,,,*,*,*,7,5.9,2.2,16,5.1,1.9,*,*,*,*,,
2020,,30Q384,,,,6,,*,*,*,*,,,*,,,*,*,*,*,,,5,5.0,0.7,*,*,*,*,,
2020,,30Q398,,,,11,,*,*,*,*,,,*,,,*,*,*,5,1.5,0.1,*,,,*,*,*,*,,
2020,,31R001,,,,37,,*,*,*,*,,,*,,,*,*,*,*,,,35,12.4,8.2,*,*,*,*,,
2020,,31R002,,,,79,,*,*,*,*,,,*,,,*,*,*,10,7.8,3.2,58,12.6,10.2,*,*,*,8,9.6,7.5
2020,,31R003,,,,47,,*,*,*,*,,,*,,,*,*,*,*,,,42,15.4,11.7,*,*,*,*,,
2020,,31R004,,,,87,,*,*,*,*,,,*,,,*,*,*,*,,,82,13.1,10.7,*,*,*,*,,
2020,,31R005,,,,23,,*,*,*,*,,,*,,,*,*,*,*,,,21,11.9,6.3,*,*,*,*,,
2020,,31R006,,,,55,,*,*,*,*,,,*,,,*,*,*,*,,,50,14.2,10.8,*,*,*,*,,
2020,,31R007,,,,76,,*,*,*,*,,,*,,,*,*,*,7,15.7,13.0,67,12.7,9.2,*,*,*,*,,
2020,,31R008,,,,32,,*,*,*,*,,,*,,,*,*,*,*,,,32,11.9,8.7,*,*,*,*,,
2020,,31R009,,,,35,,*,*,*,*,,,*,,,*,*,*,*,,,30,5.5,3.0,*,*,*,*,,
2020,,31R010,,,,21,,*,*,*,*,,,*,,,*,*,*,5,5.1,2.7,13,5.4,2.3,*,*,*,*,,
2020,,31R011,,,,27,,*,*,*,*,,,*,,,*,*,*,*,,,25,11.2,9.0,*,*,*,*,,
2020,,31R013,,,,68,,*,*,*,*,,,*,,,*,*,*,5,16.6,6.0,57,12.6,10.7,*,*,*,*,,
2020,,31R016,,,,42,,*,*,*,*,,,*,,,*,*,*,8,6.9,5.3,32,15.6,14.1,*,*,*,*,,
2020,,31R018,,,,44,,*,*,*,*,,,*,,,*,*,*,*,,,35,16.5,14.3,*,*,*,*,,
2020,,31R019,,,,47,,*,*,*,*,,,*,,,*,*,*,13,14.6,6.6,28,11.1,7.5,*,*,*,*,,
2020,,31R020,,,,43,,*,*,*,*,,,*,,,*,*,*,15,9.7,7.8,26,13.2,11.8,*,*,*,*,,
2020,,31R021,,,,37,,*,*,*,*,,,*,,,*,*,*,*,,,29,11.0,9.3,*,*,*,*,,
2020,,31R022,,,,78,,*,*,*,*,,,*,,,*,*,*,12,13.4,3.8,59,14.8,11.2,*,*,*,*,,
2020,,31R023,,,,46,,*,*,*,*,,,*,,,*,*,*,*,,,43,12.8,9.7,*,*,*,*,,
2020,,31R024,,,,109,,*,*,*,*,,,*,,,*,*,*,*,,,101,13.9,12.0,*,*,*,*,,
2020,,31R026,,,,27,,*,*,*,*,,,*,,,*,*,*,*,,,24,9.0,7.2,*,*,*,*,,
2020,,31R027,,,,74,,*,*,*,*,,,*,,,*,*,*,9,10.6,7.2,56,15.3,12.2,*,*,*,*,,
2020,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31R028,,,,32,,*,*,*,*,,,9,11.3,2.6,*,*,*,*,,,19,5.2,2.5,*,*,*,*,,
2020,,31R029,,,,44,,*,*,*,*,,,*,,,*,*,*,*,,,39,12.4,10.2,*,*,*,*,,
2020,,31R030,,,,61,,*,*,*,5,13.6,13.6,*,,,*,*,*,*,,,53,14.3,11.8,*,*,*,*,,
2020,,31R031,,,,41,,*,*,*,*,,,8,12.2,8.0,*,*,*,*,,,28,14.8,12.0,*,*,*,*,,
2020,,31R032,,,,45,,*,*,*,*,,,*,,,*,*,*,*,,,43,15.1,12.3,*,*,*,*,,
2020,,31R034,,,,79,,*,*,*,*,,,*,,,*,*,*,*,,,75,11.9,9.8,*,*,*,*,,
2020,,31R035,,,,25,,*,*,*,*,,,*,,,*,*,*,*,,,23,14.3,9.4,*,*,*,*,,
2020,,31R036,,,,62,,*,*,*,*,,,*,,,*,*,*,*,,,59,13.6,10.0,*,*,*,*,,
2020,,31R038,,,,33,,*,*,*,*,,,*,,,*,*,*,*,,,30,10.4,9.3,*,*,*,*,,
2020,,31R039,,,,40,,*,*,*,*,,,*,,,*,*,*,*,,,37,11.6,9.1,*,*,*,*,,
2020,,31R041,,,,48,,*,*,*,*,,,*,,,*,*,*,5,5.4,2.0,42,12.7,10.3,*,*,*,*,,
2020,,31R042,,,,73,,*,*,*,*,,,*,,,*,*,*,5,13.7,9.2,68,12.0,10.1,*,*,*,*,,
2020,,31R044,,,,63,,*,*,*,*,,,*,,,*,*,*,11,8.0,5.5,49,15.7,12.8,*,*,*,*,,
2020,,31R045,,,,57,,*,*,*,*,,,*,,,*,*,*,6,11.0,6.8,48,11.9,9.4,*,*,*,*,,
2020,,31R046,,,,24,,*,*,*,*,,,*,,,*,*,*,*,,,23,12.9,11.9,*,*,*,*,,
2020,,31R048,,,,65,,*,*,*,*,,,*,,,*,*,*,6,9.7,6.4,58,12.9,6.7,*,*,*,*,,
2020,,31R049,,,,53,,*,*,*,*,,,7,12.7,8.2,*,*,*,12,9.8,7.7,32,11.5,9.7,*,*,*,*,,
2020,,31R050,,,,52,,*,*,*,*,,,*,,,*,*,*,*,,,48,14.4,9.6,*,*,*,*,,
2020,,31R051,,,,99,,*,*,*,*,,,*,,,*,*,*,6,9.0,3.9,87,13.6,9.6,*,*,*,*,,
2020,,31R052,,,,47,,*,*,*,*,,,*,,,*,*,*,*,,,42,12.5,9.6,*,*,*,*,,
2020,,31R053,,,,55,,*,*,*,*,,,*,,,*,*,*,*,,,51,15.6,12.6,*,*,*,*,,
2020,,31R054,,,,61,,*,*,*,*,,,*,,,*,*,*,*,,,55,14.1,10.9,*,*,*,*,,
2020,,31R055,,,,44,,*,*,*,*,,,*,,,*,*,*,*,,,42,14.7,12.6,*,*,*,*,,
2020,,31R056,,,,47,,*,*,*,*,,,*,,,*,*,*,*,,,44,13.4,10.5,*,*,*,*,,
2020,,31R057,,,,53,,*,*,*,*,,,6,11.2,11.2,*,*,*,6,16.2,12.2,37,14.2,12.8,*,*,*,*,,
2020,,31R058,,,,55,,*,*,*,*,,,*,,,*,*,*,5,12.4,7.9,50,16.1,11.9,*,*,*,*,,
2020,,31R059,,,,27,,*,*,*,*,,,*,,,*,*,*,*,,,19,7.3,3.2,*,*,*,*,,
